Frame,R,G,B,WW,CW
795,10,0,40,0,58
796,10,0,40,0,58
797,10,0,40,0,58
798,10,0,40,0,58
799,10,0,40,0,58
800,10,0,40,0,58
801,10,0,40,0,58
802,10,0,40,0,58
803,10,0,40,0,58
804,10,0,40,0,58
805,10,0,40,0,58
806,10,0,40,0,58
807,10,0,40,0,58
808,10,0,40,0,58
809,10,0,40,0,58
810,10,0,40,0,58
811,10,0,40,0,58
812,10,0,40,0,58
813,10,0,40,0,58
814,10,0,40,0,58
815,10,0,40,0,58
816,10,0,40,0,58
817,10,0,40,0,58
818,10,0,40,0,58
819,10,0,40,0,58
820,10,0,40,0,58
821,10,0,40,0,58
822,10,0,40,0,58
823,10,0,40,0,58
824,10,0,40,0,58
825,10,0,40,0,58
826,10,0,40,0,58
827,10,0,40,0,58
828,10,0,40,0,58
829,10,0,40,0,58
830,10,0,40,0,58
831,10,0,40,0,58
832,10,0,40,0,58
833,10,0,40,0,58
834,10,0,40,0,58
835,10,0,40,0,58
836,10,0,40,0,58
837,10,0,40,0,58
838,10,0,40,0,58
839,10,0,40,0,58
840,10,0,40,0,58
841,10,0,40,0,58
842,10,0,40,0,58
843,10,0,40,0,58
844,10,0,40,0,58
845,10,0,40,0,58
846,10,0,40,0,58
847,10,0,40,0,58
848,10,0,40,0,58
849,10,0,40,0,58
850,10,0,40,0,58
851,10,0,40,0,58
852,10,0,40,0,58
853,10,0,40,0,58
854,10,0,40,0,58
855,10,0,40,0,58
856,10,0,40,0,58
857,10,0,40,0,58
858,10,0,40,0,58
859,43,0,212,0,152
860,43,0,212,0,152
861,43,0,212,0,152
862,43,0,212,0,152
863,43,0,212,0,152
864,43,0,212,0,152
865,43,0,212,0,152
866,43,0,212,0,152
867,43,0,212,0,152
868,43,0,212,0,152
869,43,0,212,0,152
870,43,0,212,0,152
871,43,0,212,0,152
872,43,0,212,0,152
873,43,0,212,0,152
874,43,0,212,0,152
875,43,0,212,0,152
876,43,0,212,0,152
877,43,0,212,0,152
878,43,0,212,0,152
879,43,0,212,0,152
880,43,0,212,0,152
881,43,0,212,0,152
882,43,0,212,0,152
